title,review_idx,director,actors,content,other
priest,39,,,fun|pretty dismal,
priest,40,,,delicious|fun,
priest,41,,,fun,so not good|pretty bad|bad
priest,42,,,dim|particularly dark|pseudo-Gothic,
priest,43,,,,pleased
priest,44,,,pure,not great|better
priest,45,,nice,Same old|good,
priest,46,spastically-directed,bright,utterly dispiriting|ill-written,
priest,47,,,,
priest,48,,,so bad|almost good,
priest,49,,,,geek cool
priest,50,,,,
priest,51,,,High|slick|overbearing|pulse-pounding,
priest,52,,,ridiculous|dumb|sinfully bad,
priest,53,,,thoroughly clichéd,
priest,54,,,strong,
priest,55,,,,not worth
priest,56,,,fairly toothless|abrupt|anemic,
priest,57,,,,guilty
priest,58,,,Too good-looking,not bad|not good
priest,59,,,nice|cool|hackneyed|derivative,
priest,60,,,,
priest,61,,,disappointing|too-full|oddly empty,
priest,62,,,,
priest,63,,,soulless|too serious,
priest,64,,talented,ungodly,
priest,65,unimaginatively,,preachy,
priest,66,,,,better off
priest,67,,,diverting|handily|heavy,
priest,68,,,nifty|nearly incomprehensible,
priest,69,,,unholy|blessed|wonderfully loony,
priest,70,,,admirable,
priest,71,,suck,suck,
priest,72,,,simplistic|refreshing|wasting,
priest,73,,,tedious|hollow|joyless,
priest,74,equally lame,,,
priest,75,,,truncated,
priest,76,,,surprisingly effective|littered|glaring,
priest,77,,,,sad
priest,78,,,Borrowed|lifted,
priest,79,,little,appalling,
priest,80,,,,
priest,81,,,irritating|lifeless|so bad,
priest,82,,,B-level,
priest,83,,,cool|hodgepodge|derivative,
priest,84,,,,over-optimistic|hopefully|dead|buried
priest,85,,,best,
priest,86,,,derivative|sort of thrilling|spare|clean|unself-conscious,
priest,87,,,streamlined|well,
priest,88,,,passable,
priest,89,,,,
priest,90,,,too pious,
priest,91,,typecast,God-bothering,
priest,92,,,,
priest,93,,,slick|desensitising|deadly|cool|ruthlessly,
priest,94,,,Drab|eye-rollingly stupid|noisy|bad,
priest,95,,,,not terrible
priest,96,,,stylishly|decent|derivative|curiously flat,
priest,97,,,dourly humourless,
angel_and_the_badman,0,,excellent,stunning|breezy|delightful,
angel_and_the_badman,1,,luminous,top|offbeat|works,
angel_and_the_badman,2,,iconic,,
angel_and_the_badman,3,,,genteel,
notorious,0,,,,
notorious,1,,,so-bad|almost-brilliant|endearingly dodgy,
notorious,2,,,great,major
notorious,3,,natural|cheeky|rasping,,
notorious,4,,,,
notorious,5,,,a lot worse,
notorious,6,,,too hokey,
notorious,7,,,,
notorious,8,,,,
notorious,9,,,new|improved|cool,
notorious,10,,,intermittently entertaining|thoroughly conventional,
notorious,11,safely,,killer|run-of-the-mill,
notorious,12,,,pretty standard|largely compromised,excellent|better served
notorious,13,,,ample|tough|not enough|incredibly popular,
notorious,14,,,,little
notorious,15,,,big|bad|glitzy|wince-inducing|smug,
notorious,16,,,increasingly incoherent,
notorious,17,awkward|hack,,interesting,
notorious,18,,,swaggering,
notorious,19,,,not subtle,
notorious,20,,,hagiographical,
notorious,21,,,brashly entertaining,
notorious,22,,,,
notorious,23,,,slushy,
notorious,24,,,most patronising|preposterous|diseased|materialistic,
notorious,25,,,shinier|increasingly monotonous,louder
notorious,26,,,glossy,
notorious,27,,,straight-to-TV,
notorious,28,,excellent,undeniably entertaining|too much|enforced,
notorious,29,,,MTV-friendly|slick|very murky,
notorious,30,,,generic,
notorious,31,,,conventional|rueful,
notorious,32,,,shy,
notorious,33,,eccentrically cast,dim|poorly executed,better off
notorious,34,,,fitfully fascinating|underwhelmed|alienating|inspirational,
notorious,35,,talented,,
notorious,36,,,bang-average,
notorious,37,,strong,watchable|one-sided,
notorious,38,,macho|arrogant,inspired,
notorious,39,,,worthwhile,
notorious,40,,,must,
notorious,41,,,so memorable,
notorious,42,,,interesting,
notorious,43,,,shiny|polished|accomplished,
notorious,44,,,well-made|compelling|ultimately humane,
notorious,45,,exultant,,
notorious,46,,,,
notorious,47,,,chaotic,
notorious,48,,,,strong
notorious,49,,,true,
notorious,50,,,,
notorious,51,,,relentlessly-unapologetic,
notorious,52,,,,
notorious,53,,,mostly laudatory|positive,
notorious,54,,,puff,
notorious,55,,,gritty|affecting|too intense,
notorious,56,,,pretty well|little,
notorious,57,,,well-crafted|good|gilded|not much,
notorious,58,,,intelligent|gripping|far less sensationalistic,
notorious,59,,,outsized|rich|complicated|affectionate,
notorious,60,,best|excellent|soulful|mesmerizing,,
notorious,61,not fresh,,,
notorious,62,,,mediocre,disappointed
notorious,63,,,,
notorious,64,,,surprisingly|pleasantly|unflashy|straightforward,
notorious,65,,so perfectly,middling,
notorious,66,,,,
notorious,67,light,spot-on,well-worn,
notorious,68,,,raw|phony,
notorious,69,,,,
notorious,70,,,easily digestible,
notorious,71,,,heartfelt|clear-eyed,
notorious,72,,,better,unlikely
notorious,73,,,starstruck,
notorious,74,,comfortably,fine,
notorious,75,,,hagiography|whitewash,
notorious,76,,,,slightly better|average|Great
notorious,77,,,,astounding
notorious,78,,,vivid,
notorious,79,,,roughest|blandly,
notorious,80,,,,
notorious,81,sentimental,,torn,
notorious,82,,,engrossing|throbbing,
notorious,83,,,caught up|troubled|complicated,
notorious,84,,pursy|mysterious,enjoyably ridiculous,
notorious,85,,,tumultuous|complicated,glad
notorious,86,,,,
notorious,87,,,,
notorious,88,,,overlong,
notorious,89,,,explosive|fun|entertaining,
notorious,90,,,great,hating|best
notorious,91,,,,
notorious,92,,,dispassionate|evenhanded,disappointed|even dismayed
notorious,93,,,unhurried|uncompressed|juicy,
notorious,94,,,disappointingly conventional,
notorious,95,,,new|conventional,
notorious,96,,,evocative|creative,
notorious,97,,,difficult|rotten|big-headed|few redeeming,
notorious,98,guilty,,,
notorious,99,,,short,
notorious,100,,,reasonably well-crafted,
notorious,101,,,great|flawed,
notorious,102,,,,
notorious,103,,,M.I.A.,
notorious,104,,nuanced,,
notorious,105,,,,
notorious,106,,,merely passable,great|great
notorious,107,,,sentimental,
notorious,108,,,unexpected|less-celebrated,
notorious,109,,,efficient|celebratory,
notorious,110,,,,
notorious,111,,,unpleasant|thoughtless|profitable|controversial,
notorious,112,,playful|fiery,,
notorious,113,,,rare,
notorious,114,best,,good,
notorious,115,,,restrictive|reductive|great|unique,
notorious,116,,,standard,
notorious,117,,,virtuosic,best
notorious,118,,well|slick,,
notorious,119,,,most annoying|bad,
notorious,120,,,worthy|truly good,
notorious,121,,,luridly unapologetic|liberating|destructive,
notorious,122,,,cutthroat|slyly,
notorious,123,,,standard-issue,
notorious,124,,,sanitized,
notorious,125,,,clumsy|greatest-hits,
notorious,126,,,merely,
notorious,127,,outsized,,
notorious,128,,,,
notorious,129,,exceptional|spot-on,,
notorious,130,,terrific,powerful|eye-catching,
notorious,131,,warmly nuanced,rock-solid|foolproof,
notorious,132,,,praiseworthy|remarkable|ignominious|less likeable,
notorious,133,,,good|so bright,
anna,0,,,artificial|too ridiculous,
anna,1,thoughtful,solid,traditional|predictable|very good,
anna,2,,commendable,witty|cynical,
anna,3,,,incredibly thought-provoking,
hush,0,,,tight|little,
hush,1,,,nice|reasonably well-made,worse
hush,2,,,nasty,
hush,3,,,fine|generally predictable,
hush,4,,,silly,
hush,5,smart,,tension-destroying|too many|too few,
hush,6,good,,soulless|zombie,
anna_karenina,0,,,brief|difficult|bliss|equally rushed,
anna_karenina,1,,,archaic,fine|fine|super-fine
anna_karenina,2,,,,
anna_karenina,3,,bitter,sombre,
anna_karenina,4,,,neat|respectful,
anna_karenina,5,,richer|more mellow,decorative|well-meaning|neat,
anna_karenina,6,,luminous,lavish|gorgeous,
anna_karenina,7,,radiant|vulnerable,emotional,
anna_karenina,8,,luminous,,mediocre
anna_karenina,9,,,glossy,
anna_karenina,10,,best,,
anna_karenina,11,,great,slick,
anna_karenina,12,,,best|most affecting,
april_fool's_day,0,,,not best|far worst|clever|fresh|intriguing,oversaturated|most fool-hearted
april_fool's_day,1,,,hopelessly underwhelming|pervasively underwhelming,
april_fool's_day,2,,,successful|fleshed out,amazing
april_fool's_day,3,,,bloody|moderate,
april_fool's_day,4,,charismatic,whip-smart|whopper,
april_fool's_day,5,,,,
april_fool's_day,6,,,fun,
april_fool's_day,7,stylishly,,,
april_fool's_day,8,,,revolting|witty,
april_fool's_day,9,,,savviest,cool
april_fool's_day,10,,,spooky|flirty,
april_fool's_day,11,,,,
april_fool's_day,12,,,very fun|likable,
april_fool's_day,13,,,,much better
april_fool's_day,14,,,Classic|cheese,
around_the_world_in_80_days,0,,,brilliant|most ingenious,
around_the_world_in_80_days,1,,,delightful|worthy|appropriate,
around_the_world_in_80_days,2,,Outstanding|delightful|right,highly improbable,
around_the_world_in_80_days,3,,,predictable,
around_the_world_in_80_days,4,,,extremely generous,
around_the_world_in_80_days,5,,,richly entertaining,
around_the_world_in_80_days,6,,,,
around_the_world_in_80_days,7,,,rollicking,
around_the_world_in_80_days,8,,,lazy|somnambulant|endless,
around_the_world_in_80_days,9,,,too long|significant|surprisingly easy|diverting,
around_the_world_in_80_days,10,great,star-studded,epic|vastly entertaining,
around_the_world_in_80_days,11,unimaginative|flat,,creative,
around_the_world_in_80_days,12,amazing,,overweight,
around_the_world_in_80_days,13,,great,grand|fantastic|very respectably,
around_the_world_in_80_days,14,,,,
around_the_world_in_80_days,15,surefire,smash,,
around_the_world_in_80_days,16,,,big|beautiful|massive,
around_the_world_in_80_days,17,,,,
around_the_world_in_80_days,18,,,amusing|massive|glossy|epic,
around_the_world_in_80_days,19,,,worst,
around_the_world_in_80_days,20,,,most magnificent,
around_the_world_in_80_days,21,,,better|exotic,
around_the_world_in_80_days,22,,,too exhausting|most amusing,
around_the_world_in_80_days,23,,,interminable,
around_the_world_in_80_days,24,,,lighthearted|pretty|entertaining,
around_the_world_in_80_days,25,,,lavishly entertaining|epic,
around_the_world_in_80_days,26,,,big|loud|flashy|fun,best
around_the_world_in_80_days,27,,arch,not well|blandly predictable,
around_the_world_in_80_days,28,,,so delightful,
around_the_world_in_80_days,29,,,Entertaining,
around_the_world_in_80_days,30,,,not well|benign|charming|intoxicating|compelling,
around_the_world_in_80_days,31,,,eye-filling|exciting|very funny,
around_the_world_in_80_days,32,,,absurb|overlong,
around_the_world_in_80_days,33,,,sure-bet,
around_the_world_in_80_days,34,,,Bloated|overblown,
around_the_world_in_80_days,35,,,badly,
around_the_world_in_80_days,36,,,large|flashy|special-effects ladden|dazzling,
around_the_world_in_80_days,37,,,a bit lessened,
around_the_world_in_80_days,38,,,entertaining|better,
bad_company,0,,overweening|quiet|well-mannered,perfect,
bad_company,1,,,interesting|random,
bad_company,2,,,most entertaining,
bad_company,3,,,adroitly|ironic|too replete,
bad_company,4,,,good|authentic,too long
bad_company,5,,,simple|quietly convincing,
bad_company,6,,,most authentic,undisputably good
bad_company,7,appropriately gritty,,,
bad_company,8,remarkably successful,,,
bad_company,9,,,pleasant enough,
bad_company,10,,,excellent|wry|gritty|in-depth,
bad_company,11,,,ironic|comical,
bad_company,12,,,smart|character-driven,
bad_company,13,disappointing,,good enough,
bad_company,14,,,naturalistic|irreverent|broadly comic|refreshingly good,
bad_company,15,,,worth the effort,
bad_company,16,,annoying,easy,
bad_company,17,,,refreshingly different|quirky,
batman,0,,surprisingly subtle,fascinating,
batman,1,,,old-fashioned|Very portentous|very noir,
batman,2,,,strange,
batman,3,,,psycho|breathtaking|all-too-believable|tortured,
batman,4,,,groundbreaking,
batman,5,unique,wonderfully weird,a little rough|classic,
batman,6,,,great|fresh|intelligent,
batman,7,,,,
batman,8,,,,
batman,9,,,brooding,
batman,10,,,,
batman,11,,,better|best,
batman,12,,,most intelligent,
batman,13,incredible|unique,,stunning,
batman,14,,brilliant,,
batman,15,,,genre-defining,unfortunately|awfully difficult
batman,16,,worthy|first order,,
batman,17,,,,Highly recommended
batman,18,,,unforgivably flat|astonishing|best,
batman,19,,more commanding|outstanding,creative|most startling,
batman,20,,,fascinating,
batman,21,,,,
batman,22,,,dark|neurotic|highly stylized|highly claustrophobic|audacious|appealing,
batman,23,,credible|downright manic,,
batman,24,,,interesting|Fitfully|fun|not much,
batman,25,,,,diminished
batman,26,minor,,formative,
batman,27,wasted,dazzling,,
batman,28,,,stylish|violent|often dull,
batman,29,,,dark|refreshing|highly entertaining,beloved|camp
batman,30,primitive,,rich,
batman,31,,,totally stale,
batman,32,,bravura,arresting|undernourished|bland|diabolical,
batman,33,halfhearted,,underdeveloped,
batman,34,,,pretentious,
batman,35,effectively,,nightmarish,
batman,36,,,rather sick|black|sordid,
batman,37,,,little,
batman,38,,,dark|demented,
batman,39,,,impressive,
batman,40,,,,
batman,41,,,,
batman,42,,,cynical,
batman,43,,good|definitive,striking,
batman,44,,so sympathetic,homicidal,
batman,45,,,wrong,
batman,46,,great,Uneven,
batman,47,,,hugely influential|literally towering|mordant,
batman,48,,,more than solid,
batman,49,,offkey,dark,
batman,50,,,Good|reeks|dark|fun,
batman,51,,wimp,mindlessly,
batman,52,,,gloomy|not particularly entertaining,
batman,53,,,Overly dark|broody|campy,
batman,54,genius,,,
batman,55,,,langourously paced|compelling,
batman,56,,,wrong|decent|low-intelligence,fine
batman,57,,,,not better
batman,58,,,plain fun,
batman,59,brilliant,,dark|ominous,
batman,60,,,,worth
batman,61,,,exhilarating|not nearly enough|demented,rabid
batman,62,,,,
batman,63,,,,
batman,64,,,dark|haunting|poetic,
batman,65,,,great-looking,
batman,66,unwary,,,
beauty_and_the_beast,0,,,familiar|typical|magic|wonder,
beauty_and_the_beast,1,,,mesmerizing|highest,
beauty_and_the_beast,2,,,most beautiful|brooding,
beauty_and_the_beast,3,,,enduring|enchanting|charming,
beauty_and_the_beast,4,,,easily|bizarre|extravagant,
beauty_and_the_beast,5,,,mesmerising|eerie|dreamlike|more effective|more real,
beauty_and_the_beast,6,,,,
beauty_and_the_beast,7,,,profound,
beauty_and_the_beast,8,,,more exquisite|dreamy,
beauty_and_the_beast,9,,,zippy|rapidly outdated|tactile,
beauty_and_the_beast,10,,,,
beauty_and_the_beast,11,,,so masterfully,
beauty_and_the_beast,12,,,amazingly peaceful|surrealist|haunting,
beauty_and_the_beast,13,,,so enchanting|most magical,
beauty_and_the_beast,14,,,ultimate,
beauty_and_the_beast,15,,,dangerously addictive,
beauty_and_the_beast,16,miraculously,,,
beauty_and_the_beast,17,rapt,,tangible,
beauty_and_the_beast,18,,,magical|exquisite|audacious,
beauty_and_the_beast,19,most brilliant,,timeless,
beauty_and_the_beast,20,,,Brilliant,
beauty_and_the_beast,21,,,sublime|sumptuous,
beauty_and_the_beast,22,,,beautiful|influential,
beauty_and_the_beast,23,,,unduly slow|repetitious,
beauty_and_the_beast,24,,,diluted|special|beautiful,
beauty_and_the_beast,25,,,lovely,
beauty_and_the_beast,26,,,,
beauty_and_the_beast,27,,,magical,
beauty_and_the_beast,28,,,,
beauty_and_the_beast,29,,,childish,
beauty_and_the_beast,30,,,,
beauty_and_the_beast,31,,,wonderfully evocative|simmering|seething,
beauty_and_the_beast,32,elegant,,rich|vivid,
beauty_and_the_beast,33,,,sensuously fascinating|fanciful,
beauty_and_the_beast,34,,,invaluable,
beauty_and_the_beast,35,,,best,
beauty_and_the_beast,36,,,revered|dreamlike,
beauty_and_the_beast,37,,,,
beauty_and_the_beast,38,,,Amazing|enchanting,
beauty_and_the_beast,39,poetic,,matter-of-fact|otherworldly|uncomplicated|wondrous,
beauty_and_the_beast,40,best,perfect,,
beauty_and_the_beast,41,,,not firm,
beauty_and_the_beast,42,,,,not sure
beauty_and_the_beast,43,daring,,,difficult|old
beauty_and_the_beast,44,,,classic,
beauty_and_the_beast,45,,,magical|more impassioned|bewitching,
beauty_and_the_beast,46,,,enduringly magical,
beauty_and_the_beast,47,,,greatest|Pure,
beauty_and_the_beast,48,,,,
beauty_and_the_beast,49,,,magnificent,
beauty_and_the_beast,50,,,Lushly|deliciously frightful|surreal|delicate,
beauty_and_the_beast,51,,,deep|dark|horrible|wonderful,
beauty_and_the_beast,52,,,magic,overproduced
beauty_and_the_beast,53,,,forever,
beauty_and_the_beast,54,,,improbable|classic,
beauty_and_the_beast,55,,,enchanting,
beauty_and_the_beast,56,frighteningly beautiful,,classic|potent,too many|sweet
beauty_and_the_beast,57,,,most magical,
black_beauty,0,,,pleasant|classic,
black_beauty,1,,,faithful,
bliss,0,,,unmitigated,
bliss,1,,,droll|dry|mordantly amusing|impossible,
bliss,2,,,viciously funny|scathing|damning|inescapable|most tender|moving,
bliss,3,,,stunning,
brazil,0,,,sharp|outrageous,
brazil,1,,,suppressed|dreamy|unreachable,
brazil,2,,,strongest|too distracting,
brazil,3,,,uproarious|greatest,
brazil,4,,,stoned|slapstick|nightmare,
brazil,5,,,Inventive|prophetic,
brazil,6,,,energetically quirky|outrageously enjoyable,
brazil,7,,,bizarre|comic,
brazil,8,,,darkly funny|truly visionary,
brazil,9,wildly vivid,,darkly humorous|narratively flawed|excessive|intermittently witty,
brazil,10,,,stinging|Strangelovian|Orwellian,
brazil,11,,,breathtakingly imaginative,
brazil,12,,,chillingly hilarious,
brazil,13,ferociously creative,,wild|swarming|unfettered,
brazil,14,,,bleak,
brazil,15,visionary|bright|enormous|cynical,,career-topping|surreal,
brazil,16,,,memorable|distinctive,
brazil,17,,,Brilliant,
brazil,18,,,bleak|ridiculous|troubled,
brazil,19,,,masterly|best,
brazil,20,,,modern classic,
brazil,21,,,intelligent|thought provoking|visually stunning,
brazil,22,,,dense|complex|nightmarish|thought-provoking|ultimately shattering,
brazil,23,,,imaginitive|haunting,
brazil,24,,,superb|serious|solemn,
brazil,25,,,rare|decidedly anti-commercial,notoriously plagued
brazil,26,true,,most original|brilliant,
brazil,27,,,,
brazil,28,,,despairing,
brazil,29,,,greatest,
brazil,30,,,most brilliant,
brazil,31,,,most clever,
brazil,32,,,entertaining|chaotic|nasty,
brazil,33,,,very hard|not sure,
brazil,34,,,glimmering|fractured,
brazil,35,,,,
brazil,36,exhausting|exasperating,,exhilarating|madding,
brazil,37,,,good|bad,
brazil,38,,,,
brazil,39,coherent,,naive,
broken_arrow,0,,,significant,
broken_arrow,1,,,massively influential,
broken_arrow,2,,,appealing|sentimental,
broken_arrow,3,,,commendable,
broken_arrow,4,,,exciting|reasonable,
broken_arrow,5,,,liberal,
broken_arrow,6,so well directed,,quieter|more thoughtful|so well shot,
butch_cassidy_and_the_sundance_kid,0,,,classic|relentlessly|top-notch,
butch_cassidy_and_the_sundance_kid,1,,,not well,
butch_cassidy_and_the_sundance_kid,2,,,perfectly harmless|quite entertaining,
butch_cassidy_and_the_sundance_kid,3,,,,
butch_cassidy_and_the_sundance_kid,4,,,more engaged,disappointed
butch_cassidy_and_the_sundance_kid,5,,,most unusual|quirky|eccentric,
butch_cassidy_and_the_sundance_kid,6,,,most entertaining,
butch_cassidy_and_the_sundance_kid,7,,,raffish|good humored|lovable,
butch_cassidy_and_the_sundance_kid,8,,,hilarious|surprising|dark|damn good,
butch_cassidy_and_the_sundance_kid,9,,,amiable|ingenious,curmudgeonly
butch_cassidy_and_the_sundance_kid,10,,,great,exceptionally popular|profitable
butch_cassidy_and_the_sundance_kid,11,,,,
butch_cassidy_and_the_sundance_kid,12,,,Funny|poignant,
butch_cassidy_and_the_sundance_kid,13,,roguish|magical,,
butch_cassidy_and_the_sundance_kid,14,,,greatest|pure,
butch_cassidy_and_the_sundance_kid,15,,,marred,
butch_cassidy_and_the_sundance_kid,16,so satisfying,,episodic,
butch_cassidy_and_the_sundance_kid,17,,great,cool|charming|anachronistic|mythic,
butch_cassidy_and_the_sundance_kid,18,,,,
butch_cassidy_and_the_sundance_kid,19,,,,
butch_cassidy_and_the_sundance_kid,20,,,iconic|classic|singular,
butch_cassidy_and_the_sundance_kid,21,,Note-perfect,timely|always re-watchable,most likeable
butch_cassidy_and_the_sundance_kid,22,,,charismatic|fun|ultimately poignant,
butch_cassidy_and_the_sundance_kid,23,,,most likable,
butch_cassidy_and_the_sundance_kid,24,,,witty,
butch_cassidy_and_the_sundance_kid,25,,,,overrated
butch_cassidy_and_the_sundance_kid,26,,,memorable|swift,
butch_cassidy_and_the_sundance_kid,27,,,too cute,
butch_cassidy_and_the_sundance_kid,28,,,deservedly,most popular
butch_cassidy_and_the_sundance_kid,29,,charming|roguish|best,classic|whimsical|superbly,
butch_cassidy_and_the_sundance_kid,30,,,not surpassed,
butch_cassidy_and_the_sundance_kid,31,,,sharply|cute|fun,
butch_cassidy_and_the_sundance_kid,32,,,Funny|sad|classic,
butch_cassidy_and_the_sundance_kid,33,,,fun|great,
butch_cassidy_and_the_sundance_kid,34,,,very funny|strictly contemporary|exuberant,
butch_cassidy_and_the_sundance_kid,35,,,classic,expert
butch_cassidy_and_the_sundance_kid,36,,,forced|derivative,
butch_cassidy_and_the_sundance_kid,37,,,great,
butch_cassidy_and_the_sundance_kid,38,,,Stylish,unworthy
butch_cassidy_and_the_sundance_kid,39,,,not well,
butch_cassidy_and_the_sundance_kid,40,,wisecracking|best,well|right,
butch_cassidy_and_the_sundance_kid,41,gentle,,raw,
butch_cassidy_and_the_sundance_kid,42,,charismatic|good-looking|smart|funny,ultimate,
butch_cassidy_and_the_sundance_kid,43,,handsome|humorous,likeably entertaining|charming|amusing,
cape_fear,0,,powerhouse,sturdy|frightening,
cape_fear,1,,weak|unconvincing,not realistic|unnecessary|distasteful,
cape_fear,2,,,right|nerve-wracking|infuriating|horrifying|precise,
cape_fear,3,,absolutely spellbinding|vile,,
cape_fear,4,,,abhorrent|slick|well-crafted,
cape_fear,5,,,unpleasant|suspenseful,
cape_fear,6,,,tense|better,
cape_fear,7,frightening,,cold-blooded|calculated|sadistic|shivering,
cape_fear,8,,,terrifying,
cape_fear,9,,,superior,
cape_fear,10,,,classic,
cape_fear,11,,,best|twisted|brilliantly|apocalyptic,
carrie,0,dreamy,,lush|romantic|totally lost|terribly lost,
carrie,1,,,rare|vastly superior|easily best,sorry
carrie,2,,,awful,
carrie,3,,,ingrained,
carrie,4,,,trashy|mitigated|angry|put-upon,
carrie,5,,,prolonged|almost pornographic,
carrie,6,deceived,,punishing|inconceivable|safe,
carrie,7,,,spectacularly effective,
carrie,8,great,,,
carrie,9,,,disturbing|unsettling|incredibly brutal|satisfying,
carrie,10,,,weird,
carrie,11,,,insidiously brilliant|tenderest|most affecting,
carrie,12,,right,well measured,
carrie,13,shrewdly,wonderful,camp,
carrie,14,,,haunting,
carrie,15,,breakout,,
carrie,16,,,trapped,
carrie,17,,,vengeful|endless,
carrie,18,,,ultimate|operatic|uncommon|blood-curdling,
carrie,19,mastering,,teasing,
carrie,20,,,,
carrie,21,,,pervy|ominous,
carrie,22,,,cautionary|unusual,
carrie,23,,,terrifying|awe inspiring,
carrie,24,,,voluptuously,
carrie,25,,,bestseller|tense|lyrical,
carrie,26,,,most heart-breaking|cringe-worthy|apocalyptic,
carrie,27,,,classic,
carrie,28,,,disturbing|classic,
carrie,29,,,most overrated|disappointing,
carrie,30,,,high|enormously enjoyable,
carrie,31,,,modest|effective|cruel,
carrie,32,,,best,
carrie,33,,,,
carrie,34,,,,high|classic|very simple
carrie,35,,,interesting,
carrie,36,,,prescient,
carrie,37,completely mature,,,
carrie,38,,exquisite,trashy|lyrical|nasty|most terrifying,
carrie,39,,,fierce|unfashionable|sick,
carrie,40,,bravura,fanatic|creepiest,
carrie,41,,,funny|puzzling|overwrought|irritating|inappropriately touching,
carrie,42,jaw-dropping|pale,,nearly perfect,
carrie,43,fast,,,
carrie,44,,,absolutely spellbinding|so good|observant,
carrie,45,,,pure|squeamish,
carrie,46,masterpiece,,pure|Great,unsung
carrie,47,,,classic|creep|dark|rabid,
carrie,48,non-stop,,,
carrie,49,briskly|effectively,,simple,
carrie,50,,superb,suspenseful|scary|humorously cunning|excellent|good|thought-provoking,
carrie,51,,,classic|constantly shocking|so well,
carrie,52,manipulative,,perfectly,
carrie,53,,,all the more eloquent|intricate,
carrie,54,,,gruesome|compelling,
carrie,55,,,little|bad|cheap,
carrie,56,,,real,high time
carrie,57,,,gripping|rousing|dark,
casablanca,0,,,best,
casablanca,1,,charming,greatest,
casablanca,2,,undeniable,classic|great,
casablanca,3,,,,most jaded
casablanca,4,,,extraordinary,
casablanca,5,,,well|high|great|best,
casablanca,6,,starry,lovely,
casablanca,7,,,special|appealingly|schlocky|never pressed|melodramatic,
casablanca,8,,great,incredibly sophisticated,
casablanca,9,,,somewhat fantastical,
casablanca,10,,,ineffectual,
casablanca,11,,,complicated|clear|tortuous|desperately-desired|admirably,
casablanca,12,,,so topical,
casablanca,13,,effortlessly|extraordinary,perfect|endlessly quotable|phenomenal,
casablanca,14,,best,,
casablanca,15,,,classic|cheesy|true,
casablanca,16,,,seriously|decisively|flawed|imperfect|serious,
casablanca,17,,classic,,
casablanca,18,smartly,excitingly|finest,crammed,
casablanca,19,,,,
casablanca,20,incisive,fine,gems,generous
casablanca,21,,grand,,
casablanca,22,,,good|good,slightly overrated
casablanca,23,,ace-high,great,
casablanca,24,,,not best|good,
casablanca,25,,,,
casablanca,26,,,exotic|constantly interesting,
casablanca,27,,good,brisk|well made,
casablanca,28,,,fine|worst|not obvious,rather serious
casablanca,29,,,fine,
casablanca,30,,,exciting|first-class,
casablanca,31,capable,lesser,absorbing|slow-moving,
casablanca,32,,,reasonable,
casablanca,33,,,fast-moving|dramatic,
casablanca,34,,,careful,
casablanca,35,,exceptional,,
casablanca,36,,,busy|bright|perfunctory|dim,
casablanca,37,,,exciting|solid|skilful|fair|exotic,
casablanca,38,,,brilliant|moving,
casablanca,39,,grand|poignantly|dramatically beautiful|quietly convincing|notable,,
casablanca,40,,,excellent|melodramatic|topical,
casablanca,41,,,romantic|striking|packed,
casablanca,42,,,exciting|suspense-laden|irresistible,
casablanca,43,,,Timely|excellent,
casablanca,44,,,,high time
casablanca,45,,,so iconic|so memorable|so enjoyable,most popular
casablanca,46,,,not wasted|not overdone|not overlong|absolutely unforgettable,
casablanca,47,,,effortlessly suave,
casablanca,48,,pure magic,most romantic,
casablanca,49,,,fine|better,
casablanca,50,,so capably,so well|balanced,
casablanca,51,,,interested,
casablanca,52,highly disciplined,,breakneck|superb,
casablanca,53,,,most exciting|mature|intelligently conceived|honest,
casablanca,54,,fine,high|most thrilling,
casablanca,55,,,best,
casablanca,56,,,indisputable,
casablanca,57,,quite brilliantly|sensitive,less|no more than adequate|excellent,
casablanca,58,,,right,
casablanca,59,,bulging,lively|breathless,
casablanca,60,taut,superb,excellent|actionful,strong|top
casablanca,61,,,bracing,
casablanca,62,,resolute,uncertain|exquisite,
casablanca,63,inspired,accomplished,,
casablanca,64,,most magnetic,classic|hauntingly memorable,
casablanca,65,,,undiminished,
casablanca,66,,,,
casablanca,67,,,entertaining|colorful,
casablanca,68,,very finest,rich|detailed|indecent|sparklingly quotable,
casablanca,69,,,,
casablanca,70,,,timeless|gripping,
casablanca,71,,,sexual|dramatic,
casablanca,72,,,most sociable|most companionable|endless,
casablanca,73,,,guilty,
casablanca,74,,,charming,
casablanca,75,,,undying|memorable,
casablanca,76,,,button-pushing|unabashed,hardened
casablanca,77,,,classic,
casablanca,78,,,greatest,
casablanca,79,,,lovely|urgent,
casablanca,80,,,best,
casablanca,81,,,peculiar|unnoticed,
casablanca,82,,,happy|better,
casablanca,83,,at ease|bitter|cynical|superb|fine,,
casablanca,84,,,most timeless,
casablanca,85,,heartbreaking,memorable,
casablanca,86,,,irresistible|big-hearted,
casablanca,87,,,,rightly|most popular|not the most popular
casablanca,88,,,,
casablanca,89,,,rare|quotable|not dead,
casablanca,90,,,true|timeless|classic,
casablanca,91,,,so fondly,unified
casablanca,92,,,,
casablanca,93,,,best,
casablanca,94,,,complex|propagandist|reluctantly|stumbling,
casablanca,95,,,most enjoyable,
casablanca,96,,,entertaining|timeless|great,
casablanca,97,,,brilliant,
