title,review_idx,director,actors,content,other,director_score,actors_score,content_score,other_score
aliens,61,,,non-stop,,,,,
aliens,62,,,exciting,,,,,
aliens,63,,,extraordinary,,,,4.0,
aliens,64,,,so well crafted|so damn exciting,,,,,
aliens,65,,,gothic|packed|loaded,,,,1.0,
aliens,66,,,ultimate,,,,2.0,
aliens,67,,,,,,,,
aliens,68,,,,,,,,
aliens,69,,,Blockbuster|blistering|smart|gooey,,,,-0.5,
aliens,70,,,logical|effective|accomplished,,,,4.0,
aliens,71,,,classic,,,,1.0,
aliens,72,tension-building|high-octane,,,,,,,
aliens,73,,,absolutely smashing,,,,-9.5,
aliens,74,,,rarely equaled,,,,1.6,
aliens,75,ingenious,,completely drained|exhausting,,-3.2,,-4.1,
all_about_eve,0,,,greatest,,,,5.0,
all_about_eve,1,superb,,,,4.0,,,
all_about_eve,2,,insolent|stormy|waspish|terrified|magnificent,very long|long,,,-2.2,5.0,
all_about_eve,3,bad|more fun,most instinctive|assured,careful|mousy|dehydrated|good,,-4.0,-1.6,-0.35,
all_about_eve,4,,,,,,,,
all_about_eve,5,,never better,,,,-4.0,,
all_about_eve,6,,,well capable|admirable|not lacking,,,,-3.2,
all_about_eve,7,,,as adult|as sophisticated,,,,,
all_about_eve,8,,,,,,,,
all_about_eve,9,,,very difficult|consummately|egotistical|over-articulate|emotionally undisciplined|credible|eccentric,,,,-1.125,
all_about_eve,10,,high-voltage,smart|shiny|crackling,,,,0.6666666666666666,
all_about_eve,11,,,breath-takingly sharp|tense|so vital,,,,1.75,
all_about_eve,12,,hard|ruthless|dramatic best,,,,-3.0,,
all_about_eve,13,,,undoubtedly best|even better,,,,6.0,
all_about_eve,14,,,sophisticated,,,,4.0,
all_about_eve,15,,,great|genuine,,,,4.0,
all_about_eve,16,,grandest|case-hardened,,,,4.0,,
all_about_eve,17,,,scintillating|stimulating|extraordinary,,,,3.5,
all_about_eve,18,,,Vastly entertaining,,,,6.8,
all_about_eve,19,,,,,,,,
all_about_eve,20,,,special,,,,4.0,
all_about_eve,21,,,,unfortunately,,,,-3.5999999999999996
all_about_eve,22,,,so well|amusingly|enormous|obvious|flagrant|wicked,,,,0.18000000000000008,
all_about_eve,23,,,most absorbing|fine,,,,3.0,
all_about_eve,24,,vivid|full-blown,consistently witty|biting,,,4.0,-6.0,
all_about_eve,25,,good,first-rate,too infrequent|rare indeed|happy,,3.0,,1.4000000000000001
all_about_eve,26,,,smartest,,,,4.0,
all_about_eve,27,,,witty|honest,,,,3.0,
all_about_eve,28,,,too great|generally sustained|high,,,,4.0,
all_about_eve,29,,noteworthy,natural,,,4.0,5.0,
all_about_eve,30,,,adult best,,,,,
all_about_eve,31,completely sophisticated|consistently scintillating,,above,,6.4,,,
all_about_eve,32,,,very good,notable,,,4.5,4.0
all_about_eve,33,,,so good|tinsel|largely artificial,,,,0.9500000000000002,
all_about_eve,34,,,,,,,,
all_about_eve,35,,,Acridly cynical|insatiable|somewhat unpleasant,highly influential,,,-3.2,5.6
all_about_eve,36,,finest|greatest,,,,5.0,,
all_about_eve,37,,,in balance,rare,,,-3.2,4.0
all_about_eve,38,,penetrating,scathing|bright|spiked,,,4.0,-1.3333333333333333,
all_about_eve,39,,best|best,,,,4.0,,
all_about_eve,40,,,,,,,,
all_about_eve,41,,,fabricated,,,,-3.0,
all_about_eve,42,,,smart|insightful|darkly humorous|insatiable,,,,0.0,
all_about_eve,43,,,enduring,all-time favorite,,,3.0,
all_about_eve,44,,,preoccupied|alluringly|dangerously|unknowable,,,,-4.466666666666667,
all_about_eve,45,,,wise|witty|lusty|adult,,,,1.95,
all_about_eve,46,,,smartest,,,,4.0,
all_about_eve,47,so ingenious,,thoroughly entertaining,good,5.2,,6.8,3.0
all_about_eve,48,,favourite,,,,4.0,,
all_about_eve,49,,,greatest,,,,5.0,
all_about_eve,50,,,brilliant|clever|downright funny,,,,4.5,
all_about_eve,51,,,rich|impeccably written|gunshot sharp,,,,4.0,
all_about_eve,52,,,sharply,,,,4.0,
all_about_eve,53,,not enough|fantastically emotive,,,,5.1,,
all_about_eve,54,signal,,,,4.0,,,
all_about_eve,55,,,classic|sophisticated,,,,2.5,
all_about_eve,56,,,deliciously fun|quite introspective,,,,4.8,
all_about_eve,57,,fabulous,,,,3.0,,
all_about_eve,58,,,impervious,,,,-4.8,
all_about_eve,59,,,so good|eminently worth|satirical,,,,3.95,
all_about_eve,60,,,famously devastating|acid,,,,-4.6,
all_about_eve,61,,,more important|more entertaining,,,,,
all_about_eve,62,,,,,,,,
all_about_eve,63,,,most seminal,,,,,
all_about_eve,64,,,Classic|ambitious,,,,-1.1,
all_about_eve,65,,ideally cast,,,,,,
all_about_eve,66,,,smart|smarting,,,,4.0,
all_about_eve,67,,,wonderfully literate|classic|savoured,,,,2.9333333333333336,
all_about_eve,68,,,plush,,,,4.0,
all_about_eve,69,,,greatest,,,,5.0,
all_about_eve,70,,,peerless|rival,rightly,,,0.0,4.0
all_about_eve,71,,elegant|superbly,jet-black,,,4.0,,
all_about_eve,72,,,,,,,,
all_about_eve,73,,,finest,,,,,
all_about_eve,74,,,low,,,,-4.0,
all_about_eve,75,,,old-school|most polished|literate|sophisticated,,,,4.0,
all_about_eve,76,,scene-stealing|urbane,,,,-5.0,,
all_about_eve,77,,sharp,,,,4.0,,
all_about_eve,78,,,more quotable,,,,,
all_about_eve,79,,,stagy|elaborate|campy|bad,,,,-1.75,
all_about_eve,80,,mesmerizing,Intelligent,,,4.0,-3.2,
all_about_eve,81,skin-deep,,tinny,hoped-for,,,5.0,
all_about_eve,82,,Amazing,positive,,,-4.0,3.0,
all_about_eve,83,,,greatest,,,,5.0,
all_about_eve,84,,most memorable|declining,wittiest,deprived,,-7.199999999999999,4.0,-4.8
all_about_eve,85,,,tantos memoráveis,,,,,
all_about_eve,86,,perfect,outstanding,,,4.0,4.0,
all_about_eve,87,so perfected,,,,5.2,,,
all_about_eve,88,,,fine|excellent|ultra-class|superior,,,,4.0,
all_about_eve,89,,,melodramatic,,,,4.0,
all_about_eve,90,,unforgettable,priceless,,,-2.4000000000000004,4.0,
all_about_eve,91,,towering|self-mocking,entertaining|relevant,,,4.0,4.0,
all_about_eve,92,,,Boffo|backstabbing,,,,4.0,
all_about_eve,93,,,best,,,,4.0,
all_about_eve,94,,,,,,,,
all_about_eve,95,,,gem|wickedly cynical,,,,-0.09999999999999964,
all_about_eve,96,,,proudest,,,,,
all_about_eve,97,,,,sad,,,,-4.0
all_about_eve,98,,,so crisp|poisonous,,,,5.2,
all_about_eve,99,,glory,,,,5.0,,
all_about_eve,100,,uniformly expert,most biting|hard-boiled|stylishly|breakneck,,,,4.5,
all_about_eve,101,,,dated|fresh,,,,4.0,
all_about_eve,102,,,nice|rare,,,,3.5,
all_about_eve,103,,,realistic|dramatic|devastating,,,,0.2666666666666669,
all_about_eve,104,,,,,,,,
all_about_eve,105,,greatest,,,,5.0,,
all_about_eve,106,,,smart|cynical|more fun,,,,0.5,
lost_horizon,0,,,farce|farrago|disaster|complete turkey|no Shangri La,,,,-4.733333333333333,
lost_horizon,1,,first-rate,most disastrous,,,,,
lost_horizon,2,,,downhill,,,,-5.0,
lost_horizon,3,,,so slight|most incompetent|clumsy,,,,-5.4,
lost_horizon,4,,,hardly accidental|lost|denting,pleasant,,,-2.0,3.0
lost_horizon,5,,,Just dull|forgettable,so bad,,,-2.5,-5.2
screamers,0,,,odd|powerful,,,,0.0,
screamers,1,,,mad|right,,,,-3.5,
screamers,2,,,noble,,,,1.0,
screamers,3,,,damning,highly civilized|highly uncivilized,,,-4.0,-0.6999999999999993
screamers,4,,,not didactic,,,,-3.2,
screamers,5,,,wide-awake|high-decibel,,,,,
screamers,6,not provocatively,,,,4.0,,,
screamers,7,,,,,,,,
screamers,8,,,commendably brave|less focused|powerful,,,,0.2999999999999998,
screamers,9,,charismatic,scary|motivating,,,4.0,3.0,
screamers,10,,,surprising|true,,,,1.5,
screamers,11,,,limited|worthwhile,,,,-0.5,
screamers,12,,,rotting|severed|massacred|most horrifying,,,,-4.0,
screamers,13,,,rousing,,,,-6.0,
screamers,14,,,most bizarre,,,,,
screamers,15,,,,,,,,
screamers,16,,,invigorating|articulate,,,,-0.8,
screamers,17,,,glaring|dull,,,,-2.5,
screamers,18,,,fervent,,,,4.0,
screamers,19,,,committed,,,,-5.0,
screamers,20,,,hugely important,,,,6.0,
screamers,21,,,urgent|vitally important|stirring,,,,-4.0,
screamers,22,,,impassioned|intensely personal,,,,-7.199999999999999,
screamers,23,,,,,,,,
screamers,24,,,decent|relevant,,,,1.6,
screamers,25,,,,,,,,
screamers,26,,,impassioned|awkward,tough,,,-5.3999999999999995,-5.0
screamers,27,,,,,,,,
screamers,28,,,damning|wholly unsubstantiated,,,,1.2000000000000002,
screamers,29,,,effective|volatile,,,,1.0,
top_gun,0,,,,,,,,
priest,0,,,good|underdeveloped|dire,,,,-0.7999999999999999,
priest,1,intriguing,so devoid,,,,-6.5,,
priest,2,,,surprisingly racist|semi-coherent|mindless|genocidal|derivative|tripe,,,,-3.0,
priest,3,,,not nurtured,,,,-4.0,
priest,4,,,enjoyed,,,,3.0,
priest,5,,,one-dimensional|humourless,,,,-5.0,
priest,6,,,cool-looking|too dumb,,,,-7.0,
priest,7,,,broad|eclectic,,,,4.5,
priest,8,,,nothing memorable,,,,-3.2,
priest,9,,,not painful,good|good,,,3.2,3.0
priest,10,,,shy,,,,-2.0,
priest,11,,boring,lousy|convoluted|most unforgivable|very little|compelling,,,-3.0,0.6666666666666666,
priest,12,,,nothing memorable|nothing noteworthy,,,,-3.2,
priest,13,,,good|worth watching,,,,3.0,
priest,14,,,inconsequential|cliché|painful|semi-interesting|squandered,,,,-3.733333333333333,
priest,15,,worst,ugly|new low,,,-5.0,-6.0,
priest,16,,great|very well,nice,,,4.75,3.0,
priest,17,,,slimy|undistinguished,,,,-5.6,
priest,18,,,,,,,,
priest,19,,,herky-jerky|bored,,,,-3.0,
priest,20,,,badass,,,,2.0,
priest,21,,,unholy,,,,,
priest,22,,,very loud|chaotic|lame|insufficient,,,,-3.7,
priest,23,fun,,effective|ridiculous|surprisingly compelling|superior,,3.0,,2.7,
priest,24,,,dull|intolerable,,,,-2.2,
priest,25,,,shockingly underdeveloped,,,,,
priest,26,,,significantly less,,,,-3.2,
priest,27,,,,,,,,
priest,28,,,poorly conceived|pointless,,,,-6.0,
priest,29,,,,,,,,
priest,30,,,great-looking|lifeless,,,,-6.0,
priest,31,,,effective,,,,4.0,
priest,32,,,rip-offs|charmless|overbusy,,,,-4.0,
priest,33,,,bestial-looking|eyeless|fanged,,,,5.0,
priest,34,,,Creepy|pulpy|shamelessly derivative,,,,-6.0,
priest,35,subtle,interesting,,,4.0,-2.4000000000000004,,
priest,36,,,unoriginal,po-faced,,,,
priest,37,,,talky-talky|very little,,,,,
priest,38,,,better,,,,5.0,
priest,39,,,fun|pretty dismal,,,,-1.5,
priest,40,,,delicious|fun,,,,0.7,
priest,41,,,fun,so not good|pretty bad|bad,,,3.0,-3.973333333333333
priest,42,,,dim|particularly dark|pseudo-Gothic,,,,-5.75,
priest,43,,,,pleased,,,,3.0
priest,44,,,pure,not great|better,,,4.0,0.5
priest,45,,nice,Same old|good,,,3.0,3.0,
priest,46,spastically-directed,bright,utterly dispiriting|ill-written,,,4.0,,
priest,47,,,,,,,,
priest,48,,,so bad|almost good,,,,-1.4,
priest,49,,,,geek cool,,,,
priest,50,,,,,,,,
priest,51,,,High|slick|overbearing|pulse-pounding,,,,1.0,
priest,52,,,ridiculous|dumb|sinfully bad,,,,-1.0666666666666664,
priest,53,,,thoroughly clichéd,,,,,
priest,54,,,strong,,,,5.0,
priest,55,,,,not worth,,,,-4.0
priest,56,,,fairly toothless|abrupt|anemic,,,,-5.199999999999999,
priest,57,,,,guilty,,,,-4.0
priest,58,,,Too good-looking,not bad|not good,,,,0.3999999999999999
priest,59,,,nice|cool|hackneyed|derivative,,,,0.0,
priest,60,,,,,,,,
priest,61,,,disappointing|too-full|oddly empty,,,,-1.1999999999999997,
priest,62,,,,,,,,
priest,63,,,soulless|too serious,,,,-1.1,
priest,64,,talented,ungodly,,,4.0,-6.0,
priest,65,unimaginatively,,preachy,,-0.8,,-5.0,
priest,66,,,,better off,,,,
priest,67,,,diverting|handily|heavy,,,,1.0,
priest,68,,,nifty|nearly incomprehensible,,,,3.2,
priest,69,,,unholy|blessed|wonderfully loony,,,,5.0,
priest,70,,,admirable,,,,-4.0,
priest,71,,suck,suck,,,-4.0,-4.0,
priest,72,,,simplistic|refreshing|wasting,,,,-1.6666666666666667,
priest,73,,,tedious|hollow|joyless,,,,-4.666666666666667,
priest,74,equally lame,,,,,,,
priest,75,,,truncated,,,,1.0,
priest,76,,,surprisingly effective|littered|glaring,,,,-1.0666666666666667,
priest,77,,,,sad,,,,-4.0
priest,78,,,Borrowed|lifted,,,,2.5,
priest,79,,little,appalling,,,,-7.199999999999999,
priest,80,,,,,,,,
priest,81,,,irritating|lifeless|so bad,,,,-5.333333333333333,
priest,82,,,B-level,,,,,
priest,83,,,cool|hodgepodge|derivative,,,,-2.6666666666666665,
priest,84,,,,over-optimistic|hopefully|dead|buried,,,,-1.4
priest,85,,,best,,,,4.0,
priest,86,,,derivative|sort of thrilling|spare|clean|unself-conscious,,,,1.1,
priest,87,,,streamlined|well,,,,3.5,
priest,88,,,passable,,,,1.0,
priest,89,,,,,,,,
priest,90,,,too pious,,,,7.0,
priest,91,,typecast,God-bothering,,,,,
priest,92,,,,,,,,
priest,93,,,slick|desensitising|deadly|cool|ruthlessly,,,,1.6,
priest,94,,,Drab|eye-rollingly stupid|noisy|bad,,,,-3.3333333333333335,
priest,95,,,,not terrible,,,,3.2
priest,96,,,stylishly|decent|derivative|curiously flat,,,,-0.9333333333333332,
priest,97,,,dourly humourless,,,,,
angel_and_the_badman,0,,excellent,stunning|breezy|delightful,,,4.0,1.3333333333333333,
angel_and_the_badman,1,,luminous,top|offbeat|works,,,4.0,2.0,
angel_and_the_badman,2,,iconic,,,,,,
angel_and_the_badman,3,,,genteel,,,,-5.0,
notorious,0,,,,,,,,
notorious,1,,,so-bad|almost-brilliant|endearingly dodgy,,,,,
notorious,2,,,great,major,,,5.0,4.0
notorious,3,,natural|cheeky|rasping,,,,1.5,,
notorious,4,,,,,,,,
notorious,5,,,a lot worse,,,,,
notorious,6,,,too hokey,,,,-7.0,
notorious,7,,,,,,,,
notorious,8,,,,,,,,
notorious,9,,,new|improved|cool,,,,-0.10000000000000009,
notorious,10,,,intermittently entertaining|thoroughly conventional,,,,6.8,
notorious,11,safely,,killer|run-of-the-mill,,1.0,,,
notorious,12,,,pretty standard|largely compromised,excellent|better served,,,1.2,4.0
notorious,13,,,ample|tough|not enough|incredibly popular,,,,0.2666666666666666,
notorious,14,,,,little,,,,
notorious,15,,,big|bad|glitzy|wince-inducing|smug,,,,-0.6666666666666666,
notorious,16,,,increasingly incoherent,,,,,
notorious,17,awkward|hack,,interesting,,-4.3,,-2.4000000000000004,
notorious,18,,,swaggering,,,,-2.0,
notorious,19,,,not subtle,,,,-3.2,
notorious,20,,,hagiographical,,,,-6.0,
notorious,21,,,brashly entertaining,,,,,
notorious,22,,,,,,,,
notorious,23,,,slushy,,,,-5.0,
notorious,24,,,most patronising|preposterous|diseased|materialistic,,,,-6.0,
notorious,25,,,shinier|increasingly monotonous,louder,,,1.0,-2.0
notorious,26,,,glossy,,,,5.0,
notorious,27,,,straight-to-TV,,,,,
notorious,28,,excellent,undeniably entertaining|too much|enforced,,,4.0,1.0,
notorious,29,,,MTV-friendly|slick|very murky,,,,-1.0,
notorious,30,,,generic,,,,4.0,
notorious,31,,,conventional|rueful,,,,0.0,
notorious,32,,,shy,,,,-2.0,
notorious,33,,eccentrically cast,dim|poorly executed,better off,,,-5.0,
notorious,34,,,fitfully fascinating|underwhelmed|alienating|inspirational,,,,-2.8000000000000003,
notorious,35,,talented,,,,4.0,,
notorious,36,,,bang-average,,,,,
notorious,37,,strong,watchable|one-sided,,,5.0,3.0,
notorious,38,,macho|arrogant,inspired,,,-4.3,-2.4000000000000004,
notorious,39,,,worthwhile,,,,4.0,
notorious,40,,,must,,,,-2.0,
notorious,41,,,so memorable,,,,5.2,
notorious,42,,,interesting,,,,-2.4000000000000004,
notorious,43,,,shiny|polished|accomplished,,,,2.5,
notorious,44,,,well-made|compelling|ultimately humane,,,,4.0,
notorious,45,,exultant,,,,5.0,,
notorious,46,,,,,,,,
notorious,47,,,chaotic,,,,-2.0,
notorious,48,,,,strong,,,,5.0
notorious,49,,,true,,,,1.0,
notorious,50,,,,,,,,
notorious,51,,,relentlessly-unapologetic,,,,,
notorious,52,,,,,,,,
notorious,53,,,mostly laudatory|positive,,,,3.0,
notorious,54,,,puff,,,,1.0,
notorious,55,,,gritty|affecting|too intense,,,,0.3999999999999999,
notorious,56,,,pretty well|little,,,,3.5999999999999996,
notorious,57,,,well-crafted|good|gilded|not much,,,,3.0,
notorious,58,,,intelligent|gripping|far less sensationalistic,,,,-4.6,
notorious,59,,,outsized|rich|complicated|affectionate,,,,-1.9333333333333333,
notorious,60,,best|excellent|soulful|mesmerizing,,,,4.0,,
notorious,61,not fresh,,,,-3.2,,,
notorious,62,,,mediocre,disappointed,,,-4.0,-4.8
notorious,63,,,,,,,,
notorious,64,,,surprisingly|pleasantly|unflashy|straightforward,,,,1.45,
notorious,65,,so perfectly,middling,,,5.2,,
notorious,66,,,,,,,,
notorious,67,light,spot-on,well-worn,,3.0,,,
notorious,68,,,raw|phony,,,,-5.0,
notorious,69,,,,,,,,
notorious,70,,,easily digestible,,,,,
notorious,71,,,heartfelt|clear-eyed,,,,1.0,
notorious,72,,,better,unlikely,,,5.0,-3.5999999999999996
notorious,73,,,starstruck,,,,5.0,
notorious,74,,comfortably,fine,,,2.0,3.0,
notorious,75,,,hagiography|whitewash,,,,-5.5,
notorious,76,,,,slightly better|average|Great,,,,2.033333333333333
notorious,77,,,,astounding,,,,-4.0
notorious,78,,,vivid,,,,4.0,
notorious,79,,,roughest|blandly,,,,-4.0,
notorious,80,,,,,,,,
notorious,81,sentimental,,torn,,3.0,,,
notorious,82,,,engrossing|throbbing,,,,-0.5,
notorious,83,,,caught up|troubled|complicated,,,,-4.0,
notorious,84,,pursy|mysterious,enjoyably ridiculous,,,-0.5,,
notorious,85,,,tumultuous|complicated,glad,,,-2.0,5.0
notorious,86,,,,,,,,
notorious,87,,,,,,,,
notorious,88,,,overlong,,,,-2.0,
notorious,89,,,explosive|fun|entertaining,,,,0.6666666666666666,
notorious,90,,,great,hating|best,,,5.0,0.0
notorious,91,,,,,,,,
notorious,92,,,dispassionate|evenhanded,disappointed|even dismayed,,,-7.199999999999999,-4.8
notorious,93,,,unhurried|uncompressed|juicy,,,,-1.4000000000000001,
notorious,94,,,disappointingly conventional,,,,,
notorious,95,,,new|conventional,,,,4.0,
notorious,96,,,evocative|creative,,,,4.0,
notorious,97,,,difficult|rotten|big-headed|few redeeming,,,,-4.3999999999999995,
notorious,98,guilty,,,,-4.0,,,
notorious,99,,,short,,,,-2.0,
notorious,100,,,reasonably well-crafted,,,,,
notorious,101,,,great|flawed,,,,1.5,
notorious,102,,,,,,,,
notorious,103,,,M.I.A.,,,,,
notorious,104,,nuanced,,,,,,
notorious,105,,,,,,,,
notorious,106,,,merely passable,great|great,,,0.5,5.0
notorious,107,,,sentimental,,,,3.0,
notorious,108,,,unexpected|less-celebrated,,,,,
notorious,109,,,efficient|celebratory,,,,1.0,
notorious,110,,,,,,,,
notorious,111,,,unpleasant|thoughtless|profitable|controversial,,,,-2.95,
notorious,112,,playful|fiery,,,,-4.0,,
notorious,113,,,rare,,,,4.0,
notorious,114,best,,good,,4.0,,3.0,
notorious,115,,,restrictive|reductive|great|unique,,,,-0.4000000000000001,
notorious,116,,,standard,,,,1.0,
notorious,117,,,virtuosic,best,,,2.0,4.0
notorious,118,,well|slick,,,,3.5,,
notorious,119,,,most annoying|bad,,,,-4.0,
notorious,120,,,worthy|truly good,,,,4.45,
notorious,121,,,luridly unapologetic|liberating|destructive,,,,-7.199999999999999,
notorious,122,,,cutthroat|slyly,,,,-5.5,
notorious,123,,,standard-issue,,,,,
notorious,124,,,sanitized,,,,4.0,
notorious,125,,,clumsy|greatest-hits,,,,-3.0,
notorious,126,,,merely,,,,,
notorious,127,,outsized,,,,-5.0,,
notorious,128,,,,,,,,
notorious,129,,exceptional|spot-on,,,,4.0,,
notorious,130,,terrific,powerful|eye-catching,,,5.0,3.0,
notorious,131,,warmly nuanced,rock-solid|foolproof,,,,1.0,
notorious,132,,,praiseworthy|remarkable|ignominious|less likeable,,,,-1.4000000000000001,
notorious,133,,,good|so bright,,,,4.1,
anna,0,,,artificial|too ridiculous,,,,-5.1,
anna,1,thoughtful,solid,traditional|predictable|very good,,,5.0,4.5,
anna,2,,commendable,witty|cynical,,,3.0,0.5,
anna,3,,,incredibly thought-provoking,,,,,
hush,0,,,tight|little,,,,-5.0,
hush,1,,,nice|reasonably well-made,worse,,,3.0,-4.0
hush,2,,,nasty,,,,-4.0,
hush,3,,,fine|generally predictable,,,,3.0,
hush,4,,,silly,,,,-3.0,
hush,5,smart,,tension-destroying|too many|too few,,4.0,,,
hush,6,good,,soulless|zombie,,3.0,,-5.0,
anna_karenina,0,,,brief|difficult|bliss|equally rushed,,,,-1.6666666666666667,
anna_karenina,1,,,archaic,fine|fine|super-fine,,,-3.2,3.0
anna_karenina,2,,,,,,,,
anna_karenina,3,,bitter,sombre,,,-4.0,,
anna_karenina,4,,,neat|respectful,,,,3.5,
anna_karenina,5,,richer|more mellow,decorative|well-meaning|neat,,,4.0,4.0,
anna_karenina,6,,luminous,lavish|gorgeous,,,4.0,4.0,
anna_karenina,7,,radiant|vulnerable,emotional,,,0.5,4.0,
anna_karenina,8,,luminous,,mediocre,,4.0,,-4.0
anna_karenina,9,,,glossy,,,,5.0,
anna_karenina,10,,best,,,,4.0,,
anna_karenina,11,,great,slick,,,5.0,4.0,
anna_karenina,12,,,best|most affecting,,,,4.0,
april_fool's_day,0,,,not best|far worst|clever|fresh|intriguing,oversaturated|most fool-hearted,,,1.5999999999999999,-2.0
april_fool's_day,1,,,hopelessly underwhelming|pervasively underwhelming,,,,,
april_fool's_day,2,,,successful|fleshed out,amazing,,,4.0,-4.0
april_fool's_day,3,,,bloody|moderate,,,,0.0,
april_fool's_day,4,,charismatic,whip-smart|whopper,,,4.0,-5.0,
april_fool's_day,5,,,,,,,,
april_fool's_day,6,,,fun,,,,3.0,
april_fool's_day,7,stylishly,,,,4.0,,,
april_fool's_day,8,,,revolting|witty,,,,-1.0,
april_fool's_day,9,,,savviest,cool,,,,3.0
april_fool's_day,10,,,spooky|flirty,,,,-3.0,
april_fool's_day,11,,,,,,,,
april_fool's_day,12,,,very fun|likable,,,,4.25,
april_fool's_day,13,,,,much better,,,,
april_fool's_day,14,,,Classic|cheese,,,,1.0,
around_the_world_in_80_days,0,,,brilliant|most ingenious,,,,5.0,
around_the_world_in_80_days,1,,,delightful|worthy|appropriate,,,,0.06666666666666665,
around_the_world_in_80_days,2,,Outstanding|delightful|right,highly improbable,,,-1.0,-5.6,
around_the_world_in_80_days,3,,,predictable,,,,5.0,
around_the_world_in_80_days,4,,,extremely generous,,,,8.0,
around_the_world_in_80_days,5,,,richly entertaining,,,,,
around_the_world_in_80_days,6,,,,,,,,
around_the_world_in_80_days,7,,,rollicking,,,,,
around_the_world_in_80_days,8,,,lazy|somnambulant|endless,,,,3.0,
around_the_world_in_80_days,9,,,too long|significant|surprisingly easy|diverting,,,,3.3333333333333335,
around_the_world_in_80_days,10,great,star-studded,epic|vastly entertaining,,5.0,,5.4,
around_the_world_in_80_days,11,unimaginative|flat,,creative,,1.6,,4.0,
around_the_world_in_80_days,12,amazing,,overweight,,-4.0,,-2.0,
around_the_world_in_80_days,13,,great,grand|fantastic|very respectably,,,5.0,4.166666666666667,
around_the_world_in_80_days,14,,,,,,,,
around_the_world_in_80_days,15,surefire,smash,,,4.0,-5.0,,
around_the_world_in_80_days,16,,,big|beautiful|massive,,,,4.0,
around_the_world_in_80_days,17,,,,,,,,
around_the_world_in_80_days,18,,,amusing|massive|glossy|epic,,,,4.333333333333333,
around_the_world_in_80_days,19,,,worst,,,,-5.0,
around_the_world_in_80_days,20,,,most magnificent,,,,,
around_the_world_in_80_days,21,,,better|exotic,,,,4.5,
around_the_world_in_80_days,22,,,too exhausting|most amusing,,,,-7.0,
around_the_world_in_80_days,23,,,interminable,,,,-3.2,
around_the_world_in_80_days,24,,,lighthearted|pretty|entertaining,,,,4.0,
around_the_world_in_80_days,25,,,lavishly entertaining|epic,,,,4.0,
around_the_world_in_80_days,26,,,big|loud|flashy|fun,best,,,0.0,4.0
around_the_world_in_80_days,27,,arch,not well|blandly predictable,,,-3.2,-2.4000000000000004,
around_the_world_in_80_days,28,,,so delightful,,,,6.5,
around_the_world_in_80_days,29,,,Entertaining,,,,4.0,
around_the_world_in_80_days,30,,,not well|benign|charming|intoxicating|compelling,,,,1.3599999999999999,
around_the_world_in_80_days,31,,,eye-filling|exciting|very funny,,,,4.5,
around_the_world_in_80_days,32,,,absurb|overlong,,,,-2.0,
around_the_world_in_80_days,33,,,sure-bet,,,,,
around_the_world_in_80_days,34,,,Bloated|overblown,,,,-3.5,
around_the_world_in_80_days,35,,,badly,,,,-4.0,
around_the_world_in_80_days,36,,,large|flashy|special-effects ladden|dazzling,,,,1.0,
around_the_world_in_80_days,37,,,a bit lessened,,,,,
around_the_world_in_80_days,38,,,entertaining|better,,,,4.5,
bad_company,0,,overweening|quiet|well-mannered,perfect,,,0.0,4.0,
bad_company,1,,,interesting|random,,,,-3.7,
bad_company,2,,,most entertaining,,,,,
bad_company,3,,,adroitly|ironic|too replete,,,,-0.8000000000000002,
bad_company,4,,,good|authentic,too long,,,0.2999999999999998,5.6
bad_company,5,,,simple|quietly convincing,,,,3.4,
bad_company,6,,,most authentic,undisputably good,,,,
bad_company,7,appropriately gritty,,,,,,,
bad_company,8,remarkably successful,,,,6.0,,,
bad_company,9,,,pleasant enough,,,,,
bad_company,10,,,excellent|wry|gritty|in-depth,,,,0.0,
bad_company,11,,,ironic|comical,,,,-4.8,
bad_company,12,,,smart|character-driven,,,,4.0,
bad_company,13,disappointing,,good enough,,-4.8,,,
bad_company,14,,,naturalistic|irreverent|broadly comic|refreshingly good,,,,2.0666666666666664,
bad_company,15,,,worth the effort,,,,,
bad_company,16,,annoying,easy,,,-3.5999999999999996,2.0,
bad_company,17,,,refreshingly different|quirky,,,,-0.5,
batman,0,,surprisingly subtle,fascinating,,,4.8,5.0,
batman,1,,,old-fashioned|Very portentous|very noir,,,,4.5,
batman,2,,,strange,,,,-3.0,
batman,3,,,psycho|breathtaking|all-too-believable|tortured,,,,-1.0,
batman,4,,,groundbreaking,,,,,
batman,5,unique,wonderfully weird,a little rough|classic,,-3.2,-3.5999999999999996,2.1,
batman,6,,,great|fresh|intelligent,,,,1.9333333333333333,
batman,7,,,,,,,,
batman,8,,,,,,,,
batman,9,,,brooding,,,,-4.0,
batman,10,,,,,,,,
batman,11,,,better|best,,,,4.5,
batman,12,,,most intelligent,,,,,
batman,13,incredible|unique,,stunning,,-3.2,,4.0,
batman,14,,brilliant,,,,5.0,,
batman,15,,,genre-defining,unfortunately|awfully difficult,,,,-5.3
batman,16,,worthy|first order,,,,5.0,,
batman,17,,,,Highly recommended,,,,4.199999999999999
batman,18,,,unforgivably flat|astonishing|best,,,,0.0,
batman,19,,more commanding|outstanding,creative|most startling,,,4.0,4.0,
batman,20,,,fascinating,,,,5.0,
batman,21,,,,,,,,
